Timestamp,Country,ISO-3166-1-a2,Region,ISO-3166-2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,13,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,100,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,4,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,100,3,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,12,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,2,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,75,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,12,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,1,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,60,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,100,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,1,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,1,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,100,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,1,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,100,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,7,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,4,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,1,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,12,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,2,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,12,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,4,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,3,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,2,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,12,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,40,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,60,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,25,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,50,5,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,30,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,10,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,20,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,1,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,8,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,5,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,12,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,15,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,6,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,9,0,,,,,,,,,,,,,CY-raw-csv,,
2020/03/20,Cyprus,CY,,,,3,0,,,,,,,,,,,,,CY-raw-csv,,
