"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","EC","ECA",881394,0,0,125,0,0,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"2","EC","ECB",209933,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"3","EC","ECC",186869,0,0,30,0,0,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"4","EC","ECD",161338,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"5","EC","ECE",643654,NA,NA,10,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"6","EC","ECF",281396,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"7","EC","ECG",4387434,NA,NA,30,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"8","EC","ECH",524004,NA,NA,43,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"9","EC","ECI",476257,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"10","EC","ECL",521154,0,0,120,0,0,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"11","EC","ECM",1562079,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"12","EC","ECN",133705,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"13","EC","ECO",715751,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"14","EC","ECP",3228233,0.0244444444444444,0.0244444444444444,450,0.0244444444444444,0.0244444444444444,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"15","EC","ECR",921763,NA,NA,30,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"16","EC","ECS",196535,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"17","EC","ECSD",458580,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"18","EC","ECSE",401178,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"19","EC","ECT",590600,0,0,70,0,0,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"20","EC","ECU",230503,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"21","EC","ECW",33042,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"22","EC","ECX",488716,NA,NA,46,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"23","EC","ECY",114202,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
"24","EC","ECZ",120416,NA,NA,0,NA,NA,17468736,NA,NA,1470,0.0145911084402944,0.0145911084402944,795,NA,NA
