"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","US","USAK",731545,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"2","US","USAL",4903185,0,0,NA,NA,4,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"3","US","USAR",3017825,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"4","US","USAZ",7278717,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"5","US","USCA",39512223,0.008,0.02,NA,NA,500,15,0.008,0.02,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"6","US","USCO",5758736,0.0465116279069767,0.04,NA,NA,43,2,0.0465116279069767,0.04,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"7","US","USCT",3565287,0,0,NA,NA,10,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"8","US","USDC",705749,0,0,NA,NA,1,1,0,0,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"9","US","USDE",973764,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"10","US","USFL",21477737,0,0,NA,NA,131,3,0,0,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
"11","US","USGA",10617423,NA,NA,NA,NA,0,0,NA,NA,NA,NA,328300544,NA,NA,0,0,0.0349862905997461,2139,0,0,0.0349862905997461,0
