"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"6","BR","BRCE",8904459,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"10","BR","BRGO",6610681,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"12","BR","BRMG",20869101,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"16","BR","BRPB",3972202,0.05,0.05,0,0,200,1,0.05,0.05,0,0,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"17","BR","BRPE",9345173,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.2,0,50,1,0.0644556185998767,1848,0.00590890381728826,1739,0.0680263346536207,0.00574375837801245
