"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"4","ES","ESAN","ESMA",1661785,0.1,0.1,0.02,0.02,50,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"6","ES","ESAN","ESCA",1240155,0,0,NA,NA,20,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"8","ES","ESAN","ESSE",1942389,0.0125,0.0125,0,0,80,8414240,0.1,0.1,0,0,120,0.0393157365034456,0.0393157365034456,0.00922144713324051,0.00922144713324051,150,130,0.066286520279692,0.066286520279692,0.00479515250928507,0.00479515250928507,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.04,0.04,0,0,50,0.238522628218001,0.125817547761725,0,0,102,102,0.173219132093659,0.0975880912611579,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
"10","ES","ESAR","ESZ",964693,0.288461538461538,0.15,0,0,52,1319291,0.04,0.04,0,0,50,0.238522628218001,0.125817547761725,0,0,102,102,0.173219132093659,0.0975880912611579,0,0,47026208,0.104424778761062,0.044,0,0,565,0.0690104413315308,0.0647752608412232,1210,0.000979737508116526,0.000979737508116526,1180,0.08028317409079,0.0581622904889465,0.000662515908067335,0.000662515908067335
