"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"4","BR","BRAP",766679,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"5","BR","BRBA",15203934,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,30,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"6","BR","BRCE",8904459,0.005,0.005,0,0,200,0.005,0.005,0,0,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"7","BR","BRDF",2914830,0.285714285714286,0.285714285714286,0.0714285714285714,0.0714285714285714,14,0.285714285714286,0.285714285714286,0.0714285714285714,0.0714285714285714,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"8","BR","BRES",3929911,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"9","BR","BRFN",3061,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"10","BR","BRGO",6610681,0.1,0.1,0,0,10,0.1,0.1,0,0,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"12","BR","BRMG",20869101,0,0,0,0,100,0,0,0,0,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"13","BR","BRMS",2651235,0,0,0,0,4,0,0,0,0,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"16","BR","BRPB",3972202,0.05,0.05,0,0,200,0.05,0.05,0,0,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"17","BR","BRPE",9345173,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"18","BR","BRPI",3204028,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"19","BR","BRPR",11163018,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"20","BR","BRRJ",16550024,0.00917431192660551,0.00917431192660551,NA,NA,109,0.00917431192660551,0.00917431192660551,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"21","BR","BRRN",3442175,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
"23","BR","BRRR",505665,NA,NA,NA,NA,0,NA,NA,NA,NA,204453710,0.116666666666667,0.116666666666667,0,0,60,0.0581751643310033,0.0581751643310033,816,0.00753211034186374,0.00753211034186374,707,0.0621814316142679,0.0621814316142679,0.00694289701655497,0.00694289701655497
