"","countrycode","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","ES","ESAN","ESCO",782979,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"2","ES","ESAN","ESH",521870,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"3","ES","ESAN","ESGR",914678,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"4","ES","ESAN","ESMA",1661785,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"5","ES","ESAN","ESJ",633564,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"6","ES","ESAN","ESCA",1240155,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"7","ES","ESAN","ESAL",716820,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"8","ES","ESAN","ESSE",1942389,NA,NA,NA,NA,0,8414240,0.0285091261508642,0.0302102387466615,NA,NA,12382,0,0,0,0,0,0.0285091261508642,0.0302102387466615,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"9","ES","ESAR","ESTE",134137,NA,NA,NA,NA,0,1319291,0.0317460317460317,0.0383742873448756,NA,NA,2205,0,0,0,0,0,0.0317460317460317,0.0383742873448756,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
"10","ES","ESAR","ESZ",964693,NA,NA,NA,NA,0,1319291,0.0317460317460317,0.0383742873448756,NA,NA,2205,0,0,0,0,0,0.0317460317460317,0.0383742873448756,NA,NA,47026208,0.0527939361889653,0.0465110608997849,NA,NA,22692,0.0394792404956155,0.043736577487804,0,0,127021,0.041497348974328,0.0441571059494918,NA,NA
