"","date","cases","deaths","cum_cases","cum_deaths","cases_active","p_cases","p_cases_daily","p_cases_active","population"
"1","2019/12/31",0,0,0,0,0,0,0,0,3996762
"2","2020/01/01",0,0,0,0,0,0,0,0,3996762
"3","2020/01/02",0,0,0,0,0,0,0,0,3996762
"4","2020/01/03",0,0,0,0,0,0,0,0,3996762
"5","2020/01/04",0,0,0,0,0,0,0,0,3996762
"6","2020/01/05",0,0,0,0,0,0,0,0,3996762
"7","2020/01/06",0,0,0,0,0,0,0,0,3996762
"8","2020/01/07",0,0,0,0,0,0,0,0,3996762
"9","2020/01/08",0,0,0,0,0,0,0,0,3996762
"10","2020/01/09",0,0,0,0,0,0,0,0,3996762
"11","2020/01/10",0,0,0,0,0,0,0,0,3996762
"12","2020/01/11",0,0,0,0,0,0,0,0,3996762
"13","2020/01/12",0,0,0,0,0,0,0,0,3996762
"14","2020/01/13",0,0,0,0,0,0,0,0,3996762
"15","2020/01/14",0,0,0,0,0,0,0,0,3996762
"16","2020/01/15",0,0,0,0,0,0,0,0,3996762
"17","2020/01/16",0,0,0,0,0,0,0,0,3996762
"18","2020/01/17",0,0,0,0,0,0,0,0,3996762
"19","2020/01/18",0,0,0,0,0,0,0,0,3996762
"20","2020/01/19",0,0,0,0,0,0,0,0,3996762
"21","2020/01/20",0,0,0,0,0,0,0,0,3996762
"22","2020/01/21",0,0,0,0,0,0,0,0,3996762
"23","2020/01/22",0,0,0,0,0,0,0,0,3996762
"24","2020/01/23",0,0,0,0,0,0,0,0,3996762
"25","2020/01/24",0,0,0,0,0,0,0,0,3996762
"26","2020/01/25",0,0,0,0,0,0,0,0,3996762
"27","2020/01/26",0,0,0,0,0,0,0,0,3996762
"28","2020/01/27",0,0,0,0,0,0,0,0,3996762
"29","2020/01/28",0,0,0,0,0,0,0,0,3996762
"30","2020/01/29",0,0,0,0,0,0,0,0,3996762
"31","2020/01/30",0,0,0,0,0,0,0,0,3996762
"32","2020/01/31",0,0,0,0,0,0,0,0,3996762
"33","2020/02/01",0,0,0,0,0,0,0,0,3996762
"34","2020/02/02",0,0,0,0,0,0,0,0,3996762
"35","2020/02/03",0,0,0,0,0,0,0,0,3996762
"36","2020/02/04",0,0,0,0,0,0,0,0,3996762
"37","2020/02/05",0,0,0,0,0,0,0,0,3996762
