"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","UA","UA05",1604270,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"2","UA","UA07",1042855,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"3","UA","UA09",2263676,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"4","UA","UA12",3258705,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"5","UA","UA14",4387702,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"6","UA","UA18",1249225,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"7","UA","UA21",1259497,0,0,NA,NA,15,1,0,0,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"8","UA","UA23",1755663,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"9","UA","UA26",1382721,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"10","UA","UA30",2900920,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"11","UA","UA32",1731673,0.017725258493353,0.0163374485596708,NA,NA,677,9,0.017725258493353,0.0163374485596708,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"12","UA","UA35",974724,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"13","UA","UA40",381685,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"14","UA","UA43",1963770,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"15","UA","UA46",2535476,0.03,0.03,NA,NA,200,1,0.03,0.03,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"16","UA","UA48",1159634,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"17","UA","UA51",2387282,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"18","UA","UA53",1440684,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"19","UA","UA56",1162049,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"20","UA","UA59",1115051,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"21","UA","UA61",1066523,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"22","UA","UA63",2720342,0,0,NA,NA,100,1,0,0,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"23","UA","UA65",1063803,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"24","UA","UA68",1296103,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"25","UA","UA71",1246166,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"26","UA","UA74",1047023,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
"27","UA","UA77",910001,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0.00178571428571429,0.000925925925925926,NA,NA,560,3,0.0129451663505464,0.0126537589917277,992,0,0,0,0.0089185599354008,0.00842206664839719,0,0
