"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country"
"1","UA","UA05",1604270,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"2","UA","UA07",1042855,0,0,NA,NA,50,1,0,0,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"3","UA","UA09",2263676,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"4","UA","UA12",3258705,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"5","UA","UA14",4387702,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"6","UA","UA18",1249225,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"7","UA","UA21",1259497,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"8","UA","UA23",1755663,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"9","UA","UA26",1382721,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"10","UA","UA30",2900920,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"11","UA","UA32",1731673,0.00555318240068347,0.00797619047619048,NA,NA,2341,28,0.00555318240068347,0.00797619047619048,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"12","UA","UA35",974724,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"13","UA","UA40",381685,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"14","UA","UA43",1963770,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"15","UA","UA46",2535476,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"16","UA","UA48",1159634,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"17","UA","UA51",2387282,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"18","UA","UA53",1440684,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"19","UA","UA56",1162049,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"20","UA","UA59",1115051,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"21","UA","UA61",1066523,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"22","UA","UA63",2720342,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"23","UA","UA65",1063803,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"24","UA","UA68",1296103,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"25","UA","UA71",1246166,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"26","UA","UA74",1047023,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
"27","UA","UA77",910001,NA,NA,NA,NA,0,0,NA,NA,NA,NA,45307223,0,NA,10,1,0.00346592142063037,2391,0,0,0.0034514860960963,0
