"date","region","regionname","population","sample_size","reach","cases_est","cases_low","cases_high","recentcases_est","recentcases_low","recentcases_high","fatalities_est","fatalities_low","fatalities_high","p_cases","p_cases_low","p_cases_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recentcases","p_recentcases_low","p_recentcases_high","p_stillsick","p_stillsick_low","p_stillsick_high"
"2020/08/19","ESCE","Ciudad Autónoma:Ceuta",84777,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESML","Ciudad Autónoma:Melilla",86487,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESC","Provincia:A Coruña",1119596,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESVI","Provincia:Álava",331549,1,50,46416.86,14529.0969181999,78304.6230818001,0,0,0,0,0,0,0.14,0.0438218692205372,0.236178130779463,0,0,0,0,0,0,0,0,0
"2020/08/19","ESAB","Provincia:Albacete",388167,1,5,77633.4,0,213728.250003196,0,0,0,0,0,0,0.2,0,0.550609016230633,0,0,0,0,0,0,1,1,1
"2020/08/19","ESA","Provincia:Alicante",1858683,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESAL","Provincia:Almería",716820,1,20,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESO","Provincia:Asturias",1022800,1,40,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESAV","Provincia:Ávila",157640,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESBA","Provincia:Badajoz",673559,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESPM","Provincia:Balears",1149460,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESB","Provincia:Barcelona",5664579,3,131,129723.183206107,0,274825.517037388,0,0,0,0,0,0,0.0229007633587786,0,0.0485164947010869,0,0,0,0,0,0,0,0,0
"2020/08/19","ESBI","Provincia:Bizkaia",1152651,1,60,153686.8,54542.9654032732,252830.634596727,0,0,0,19210.85,0,56548.3342707483,0.133333333333333,0.0473195836409054,0.219347083025761,0.125,0,0.354172303767662,0,0,0,0,0,0
"2020/08/19","ESBU","Provincia:Burgos",356958,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESCC","Provincia:Cáceres",394151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESCA","Provincia:Cádiz",1240155,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020/08/19","ESS","Provincia:Cantabria",581078,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
