"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","EC","ECA",881394,0,0,30,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"2","EC","ECB",209933,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"3","EC","ECC",186869,0,0,20,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"4","EC","ECD",161338,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"5","EC","ECE",643654,0,0,10,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"6","EC","ECF",281396,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"7","EC","ECG",4387434,NA,NA,30,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"8","EC","ECH",524004,0,0,20,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"9","EC","ECI",476257,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"10","EC","ECL",521154,0.02,0.02,50,0.02,0.02,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"11","EC","ECM",1562079,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"12","EC","ECN",133705,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"13","EC","ECO",715751,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"14","EC","ECP",3228233,0,0,100,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"15","EC","ECR",921763,0,0,30,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"16","EC","ECS",196535,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"17","EC","ECSD",458580,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"18","EC","ECSE",401178,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"19","EC","ECT",590600,0,0,85,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"20","EC","ECU",230503,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"21","EC","ECW",33042,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"22","EC","ECX",488716,0,0,8,0,0,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"23","EC","ECY",114202,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
"24","EC","ECZ",120416,NA,NA,0,NA,NA,17468736,0.024,0.03,250,0.00130510580065804,0.00130510580065804,353,0.0107142659164715,0.0132018281055262
