"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","sumreach_regs","p_w_regs","p_m_regs","population_country","p_w_country_only","p_m_country_only","sumreach_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","p_w_country","p_m_country"
"1","PT","PT01",714200,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"2","PT","PT02",152758,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"3","PT","PT03",848185,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"4","PT","PT04",136252,0,0,20,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"5","PT","PT05",196264,0.02,0.02,150,0.02,0.02,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"6","PT","PT06",430104,0.04,0.04,100,0.04,0.04,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"7","PT","PT07",166706,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"8","PT","PT08",451006,0,0,30,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"9","PT","PT09",160939,0.05,0.05,100,0.05,0.05,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"10","PT","PT10",470930,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"11","PT","PT11",2250533,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"12","PT","PT12",118506,0,0,20,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"13","PT","PT13",1817117,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"14","PT","PT14",453638,0,0,50,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"15","PT","PT15",851258,0,0,100,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"16","PT","PT16",244836,0,0,50,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"17","PT","PT17",206661,0,0,20,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"18","PT","PT18",377653,0,0,50,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"19","PT","PT20",245766,0,0,75,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
"20","PT","PT30",267785,0,0,50,0,0,10561097,0.00266903914590747,0.00306122448979592,4496,0.00276262873070856,0.00276262873070856,1515,0.00269262727117343,0.00298596703263116
