"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"5","BR","BRBA",15203934,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"6","BR","BRCE",8904459,0.0476190476190476,0.146666666666667,0,0,210,3,0.0476190476190476,0.146666666666667,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"7","BR","BRDF",2914830,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"10","BR","BRGO",6610681,0.166666666666667,0.166666666666667,0,0,6,1,0.166666666666667,0.166666666666667,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"11","BR","BRMA",6904241,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"12","BR","BRMG",20869101,0.0165094339622642,0.0293333333333333,0.00975609756097561,0.005,424,5,0.0165094339622642,0.0293333333333333,0.00975609756097561,0.005,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"13","BR","BRMS",2651235,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"14","BR","BRMT",3265486,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"15","BR","BRPA",8175113,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"16","BR","BRPB",3972202,0.0133333333333333,0.0133333333333333,0,0,150,1,0.0133333333333333,0.0133333333333333,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"17","BR","BRPE",9345173,0.05,0.05,0,0,120,1,0.05,0.05,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"18","BR","BRPI",3204028,0,0,0.25,0.25,12,3,0,0,0.25,0.25,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"19","BR","BRPR",11163018,0.0303030303030303,0.0611428571428571,0,0,132,5,0.0303030303030303,0.0611428571428571,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"20","BR","BRRJ",16550024,0.04,0.0222222222222222,0,0,250,3,0.04,0.0222222222222222,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"21","BR","BRRN",3442175,0.08,0.08,0,0,300,3,0.08,0.08,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"22","BR","BRRO",1768204,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"23","BR","BRRR",505665,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"24","BR","BRRS",11247972,0.00416666666666667,0.00166666666666667,0,0,240,3,0.00416666666666667,0.00166666666666667,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"25","BR","BRSC",6819190,0,0,0,0,20,1,0,0,0,0,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"26","BR","BRSE",2242937,0.075,0.075,0.015,0.015,200,1,0.075,0.075,0.015,0.015,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"27","BR","BRSP",44396484,0.0141643059490085,0.0243483290636756,0.00313185092389602,0.00471308833010961,3530,52,0.0141643059490085,0.0243483290636756,0.00313185092389602,0.00471308833010961,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
"28","BR","BRTO",1515126,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,NA,NA,NA,NA,0,0,0.0303167193765708,0.0412307100515249,5594,0.00791366160595586,0.00771836283372791,5594,NA,NA,NA,NA
