"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","BR","BRAC",803513,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"2","BR","BRAL",3340932,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"3","BR","BRAM",3938336,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"4","BR","BRAP",766679,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"5","BR","BRBA",15203934,0,0,0,0,20,1,0,0,0,0,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"6","BR","BRCE",8904459,0.2,0.2,0,0,10,2,0.2,0.2,0,0,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"7","BR","BRDF",2914830,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,433,21,0.0207852193995381,0.0165079365079365,0.00233100233100233,0.001,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"8","BR","BRES",3929911,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"9","BR","BRFN",3061,NA,NA,NA,NA,0,0,NA,NA,NA,NA,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
"10","BR","BRGO",6610681,0.00847457627118644,0.00333333333333333,0,0,236,3,0.00847457627118644,0.00333333333333333,0,0,204453710,0.00493421052631579,0.003,0,0,608,5,0.049479095482855,0.0526317817674681,14049,0.00468184223322919,0.00424844247046905,14049,0.0476312896526322,0.0505729618647171,0.00448763058843125,0.00407220906513063
