"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","EC","ECA",881394,0,0,NA,NA,125,4,0,0,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"2","EC","ECB",209933,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"3","EC","ECC",186869,0,0,NA,NA,158,5,0,0,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"4","EC","ECD",161338,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"5","EC","ECE",643654,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"6","EC","ECF",281396,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"7","EC","ECG",4387434,0.1,0.1,NA,NA,30,1,0.1,0.1,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"8","EC","ECH",524004,0.0434782608695652,0.0434782608695652,NA,NA,23,1,0.0434782608695652,0.0434782608695652,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"9","EC","ECI",476257,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
"10","EC","ECL",521154,0.00294117647058824,0.00333333333333333,NA,NA,340,6,0.00294117647058824,0.00333333333333333,NA,NA,17468736,0.034020618556701,0.033,NA,NA,970,10,0.0429955381008261,0.0427334430604697,7106,0,0,0,0.0419175698049121,0.0415643692902053,0,0
