"","countrycode","regioncode","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","population_country","p_w_country_only","p_m_country_only","recent_p_w_country_only","recent_p_m_country_only","sumreach_country","n_obs_country","p_w_country_rhs","p_m_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_p_m_country_rhs","recent_sumreach_country_rhs","p_w_country","p_m_country","recent_p_w_country","recent_p_m_country"
"1","EC","ECA",881394,0,0,NA,NA,9,1,0,0,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"2","EC","ECB",209933,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"3","EC","ECC",186869,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"4","EC","ECD",161338,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"5","EC","ECE",643654,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"6","EC","ECF",281396,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"7","EC","ECG",4387434,0.18,0.183333333333333,NA,NA,50,2,0.18,0.183333333333333,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"8","EC","ECH",524004,0,0,NA,NA,10,1,0,0,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"9","EC","ECI",476257,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"10","EC","ECL",521154,0,0,NA,NA,100,1,0,0,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"11","EC","ECM",1562079,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"12","EC","ECN",133705,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"13","EC","ECO",715751,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"14","EC","ECP",3228233,0.025,0.02,NA,NA,280,5,0.025,0.02,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"15","EC","ECR",921763,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"16","EC","ECS",196535,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"17","EC","ECSD",458580,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"18","EC","ECSE",401178,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"19","EC","ECT",590600,0.0266666666666667,0.0345852534562212,NA,NA,1950,31,0.0266666666666667,0.0345852534562212,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"20","EC","ECU",230503,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"21","EC","ECW",33042,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"22","EC","ECX",488716,0.111111111111111,0.111111111111111,NA,NA,90,3,0.111111111111111,0.111111111111111,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"23","EC","ECY",114202,0.166666666666667,0.166666666666667,NA,NA,6,1,0.166666666666667,0.166666666666667,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
"24","EC","ECZ",120416,NA,NA,NA,NA,0,0,NA,NA,NA,NA,17468736,0.00833333333333333,0.0683333333333333,NA,NA,360,3,0.0876628587174451,0.0879515877178545,2505,0,0,0,0.0776947508157766,0.0854864667480718,0,0
